time(s),A,B,C,D
4507,266,20,111,168
4508,70,-75,-220,-121
4509,-124,173,-280,183
4510,16,55,24,-296
4511,-9,-259,-229,29
4512,142,-299,162,-53
4513,-213,82,-110,-178
4514,138,166,-66,156
4515,46,189,216,-235
4516,-249,-59,-71,144
4517,232,-6,-74,103
4518,99,285,67,-143
4519,26,-112,12,-90
4520,-168,62,-242,214
4521,34,207,76,-295
4522,-12,-61,74,56
4523,176,-80,-200,129
4524,6,35,97,230
4525,-12,-110,-258,197
4526,-299,-40,-167,-94
4527,179,-214,252,233
4528,59,205,24,158
4529,-27,185,-142,118
4530,37,-173,175,228
4531,-35,-73,46,-292
4532,-162,-222,-148,-259
4533,-235,47,-222,-96
4534,27,254,-47,38
4535,296,-220,-152,146
4536,174,213,-229,252
4537,-152,-257,-81,-124
4538,89,-163,-93,159
4539,-175,-131,176,120
4540,29,-300,-291,-129
4541,-273,40,260,-253
4542,-286,-157,238,247
4543,-139,-201,-64,-157
4544,-180,-290,-50,256
4545,244,-231,-254,-147
4546,43,10,153,122
4547,-71,-12,205,-217
4548,179,-277,-77,-204
4549,-223,100,25,-71
4550,267,-2,104,224
4551,22,-38,-205,-126
4552,-52,188,58,-4
4553,0,-58,-122,-45
4554,84,-157,-207,-194
4555,-215,250,243,-11
4556,226,285,61,238
4557,-238,194,192,206
4558,-244,20,123,-223
4559,-135,156,-137,277
4560,136,-269,-21,-257
4561,224,-104,-226,-210
4562,278,184,97,266
4563,-241,-108,-192,66
4564,265,-267,-289,108
4565,-96,-176,-36,-96
4566,-74,126,-215,250
4567,-85,-150,178,122
4568,-218,-103,9,-220
4569,123,205,-150,-236
4570,66,299,226,-31
4571,-237,-115,285,138
4572,-40,-205,234,-80
4573,-214,257,-142,-150
4574,-55,-169,-204,-88
4575,-32,-271,102,-154
4576,-278,262,236,-91
4577,-46,-213,-205,63
4578,-91,58,-140,-255
4579,140,-222,73,-19
4580,-98,299,-167,-161
4581,-300,160,-292,-2
4582,-147,209,175,-200
4583,-214,101,22,78
4584,299,72,109,268
4585,-155,-139,-181,-157
4586,-95,3,282,-194
4587,14,65,-155,238
4588,-103,-172,-90,34
4589,267,2,-80,-87
4590,38,-178,-141,-161
4591,-49,-52,284,57
4592,159,-190,-233,-135
4593,270,-195,291,259
4594,-158,216,246,-102
4595,288,-86,-66,262
4596,161,270,9,-55
4597,124,285,174,-123
4598,-275,224,-231,254
4599,-89,127,-179,-193
4600,-50,-189,-200,-137
4601,206,-176,-265,275
4602,-277,166,-11,-180
4603,-286,-51,80,-185
4604,-30,269,-255,241
4605,86,229,-78,-263
4606,142,-251,-71,-272
4607,-265,12,-63,-97
4608,251,-44,-88,-78
4609,-194,-204,111,-167
4610,-273,72,-77,136
4611,-138,-189,-139,8
4612,137,286,-76,49
4613,195,193,-33,-240
4614,102,-252,-31,18
4615,-132,82,-100,61
4616,-244,145,-209,178
4617,207,152,234,205
4618,100,135,-213,244
4619,22,-62,-177,-290
4620,-218,22,-101,277
4621,-183,40,-117,-214
4622,-40,-206,-20,118
4623,-251,-131,-86,246
4624,-38,141,-235,14
4625,277,76,93,61
4626,174,277,224,-217
4627,-159,61,-161,-260
4628,59,-125,-103,-272
4629,-141,253,214,210
4630,-260,244,26,47
4631,234,194,150,-251
4632,-36,137,131,-97
4633,-130,156,-6,36
4634,-159,-281,-268,-238
4635,255,-58,183,174
4636,-4,-209,-36,97
4637,5,-173,-256,-248
4638,5,96,-30,-114
4639,-51,-240,179,66
4640,-197,-280,-126,195
4641,-300,215,249,-27
4642,184,230,2,182
4643,205,172,-75,-295
4644,107,-183,68,-240
4645,-222,-270,-30,-49
4646,-290,-249,-42,4
4647,-247,1,24,-282
4648,-289,-278,-240,228
4649,-26,-222,-49,-87
4650,-235,-270,191,-38
4651,-22,-60,166,67
4652,217,170,290,-27
4653,-80,-168,274,295
4654,179,-147,12,-63
4655,-297,133,-293,60
4656,-79,-293,183,250
4657,2,121,-294,171
4658,265,-180,268,-84
4659,91,-95,-175,-263
4660,-300,297,-177,204
4661,7,217,189,163
4662,-142,130,-78,107
4663,177,-90,-280,212
4664,-79,-265,4,236
4665,-83,54,153,170
4666,-206,227,-30,82
4667,-193,220,60,-295
4668,-180,61,36,146
4669,288,62,148,-119
4670,17,-95,-92,276
4671,23,248,-123,-210
4672,91,-96,298,-150
4673,261,-249,-196,-205
4674,87,245,-150,-265
4675,-119,-220,-10,-124
4676,-122,160,69,105
4677,-17,-100,-166,184
4678,261,151,153,-248
4679,102,-110,39,147
4680,201,-237,-118,167
4681,-289,-216,-61,166
4682,208,-268,264,38
4683,-140,-238,12,-109
4684,3,245,-64,-172
4685,-12,-198,62,83
4686,-278,187,-81,161
4687,-240,-261,45,-268
4688,72,290,-140,97
4689,126,107,48,74
4690,47,141,-125,48
4691,98,-129,13,163
4692,-138,-141,-114,-43
4693,-123,-28,-158,-98
4694,-4,-167,-93,-261
4695,85,120,29,35
4696,-223,-46,219,-97
4697,22,-187,-23,-25
4698,-71,15,283,122
4699,-67,-113,161,-89
4700,48,-211,237,-144
4701,-157,-88,97,-226
4702,-281,164,-231,-231
4703,23,-268,197,5
4704,108,246,-293,-145
4705,-37,244,288,81
4706,-15,10,-142,-293
4707,-220,129,-232,-115
4708,-200,119,163,46
4709,224,-242,290,-182
4710,-227,-119,-181,-298
4711,-189,245,-129,196
4712,-184,-110,79,-13
4713,71,185,-60,-181
4714,141,-108,269,19
4715,34,-106,234,114
4716,191,10,-267,205
4717,150,-225,25,-228
4718,269,-87,225,-31
4719,22,-214,-51,77
4720,101,-202,274,190
4721,-119,-290,77,-188
4722,-228,73,-110,-74
4723,-186,-91,215,19
4724,-171,281,170,163
4725,-130,199,-120,25
4726,-145,-177,-156,243
4727,118,-71,235,200
4728,-254,-153,-14,-195
4729,240,0,-13,-273
4730,-1,-157,236,-202
4731,-273,-271,-61,258
4732,-253,-8,202,-272
4733,-299,216,232,114
4734,-111,-284,107,-13
4735,110,87,-262,-29
4736,268,-179,43,-128
4737,267,-228,72,-235
4738,239,132,-221,36
4739,-224,-53,-53,93
4740,87,-120,-191,99
4741,-200,65,128,-254
4742,42,156,114,-261
4743,29,-151,56,45
4744,-5,-134,294,136
4745,-137,80,-12,169
4746,-224,-26,224,58
4747,152,-216,-130,-8
4748,155,-285,-271,57
4749,39,100,15,-206
4750,266,54,-4,79
4751,-126,259,-61,102
4752,-134,-174,295,-253
4753,277,-203,-191,143
4754,-124,-45,-233,-14
4755,240,-232,-12,-298
4756,298,-69,-128,78
4757,-282,-292,-282,-94
4758,-190,-111,185,112
4759,-130,264,226,79
4760,96,-169,-213,-15
4761,-137,25,50,30
4762,-54,195,-264,-152
4763,60,-173,8,-160
4764,-103,-128,180,60
4765,-146,42,189,-275
4766,6,192,24,-256
4767,223,19,35,175
4768,21,242,251,24
4769,-98,60,-67,81
4770,-170,-141,-174,-76
4771,155,-146,175,182
4772,-160,122,54,36
4773,-33,28,66,-3
4774,-41,44,-259,-43
4775,79,-300,-42,-86
4776,155,118,-210,252
4777,158,-210,107,-108
4778,-214,8,-273,-268
4779,274,195,243,189
4780,-185,206,188,242
4781,-192,-105,-287,184
4782,291,100,-240,47
4783,-233,-87,102,-107
4784,-231,254,221,-103
4785,67,-111,-78,280
4786,-243,10,83,128
4787,-282,279,-98,271
4788,-222,20,272,-119
4789,279,-156,-114,-153
4790,-58,79,115,236
4791,-5,-86,-60,281
4792,223,47,8,253
4793,-146,25,109,89
4794,75,-44,-181,-109
4795,-39,51,-7,239
4796,-109,-26,-189,-219
4797,-253,164,27,51
4798,-244,285,-281,51
4799,298,118,99,-128
4800,-298,122,145,131
4801,-115,-132,-108,86
4802,258,-148,-125,-77
4803,-166,-229,-209,228
4804,252,294,-198,277
4805,-37,65,39,-300
4806,-73,295,209,158
4807,-20,-156,-28,82
4808,212,-185,166,-33
4809,-134,101,283,111
4810,106,-257,-137,-16
4811,-206,47,-93,34
4812,-212,88,-192,75
4813,-103,269,-113,-80
4814,63,-121,279,-101
4815,-179,-186,240,-282
4816,147,13,75,-53
4817,-165,159,141,154
4818,188,-190,126,-62
4819,-182,-85,228,-167
4820,-139,190,-248,213
4821,23,-215,237,-25
4822,223,-250,-64,89
4823,-62,-81,216,-272
4824,275,-215,166,-238
4825,99,-191,29,-46
4826,-78,-287,61,-145
4827,-226,270,6,282
4828,109,170,11,-114
4829,-231,-68,-168,-279
4830,153,-102,-7,90
4831,-18,68,285,189
4832,-161,-81,-233,-17
4833,225,92,-63,-214
4834,-164,-261,-229,-250
4835,-119,204,136,-71
4836,252,-45,-175,-87
4837,38,173,-177,77
4838,-120,150,117,76
4839,150,-258,-190,126
4840,-41,248,78,253
4841,-85,-79,162,225
4842,-81,-2,-112,270
4843,98,-300,232,14
4844,-32,240,265,282
4845,-121,6,122,32
4846,-128,-83,36,-116
4847,287,102,274,273
4848,74,274,151,-277
4849,-228,-181,229,-2
4850,122,-213,-250,-273
4851,-17,-162,140,233
4852,-76,-191,-156,229
4853,73,48,-227,69
4854,-106,-263,-259,-255
4855,-219,136,244,-50
4856,-158,-150,-148,-43
4857,158,107,-239,3
4858,-235,125,-137,-196
4859,-125,19,180,-201
4860,103,206,175,299
4861,-192,105,150,-63
4862,-292,220,258,67
4863,-203,-82,259,-165
4864,-124,25,88,-36
4865,-227,17,-62,-269
4866,188,294,-262,48
4867,-286,-164,-269,-61
4868,-137,-149,-19,144
4869,293,41,-13,-161
4870,-141,-196,-18,-55
4871,263,-165,150,-208
4872,99,-131,-129,-269
4873,-97,145,162,-64
4874,95,226,271,236
4875,-105,-283,292,223
4876,-234,-200,127,129
4877,56,290,113,37
4878,184,-68,-136,7
4879,95,182,207,-40
4880,269,272,-17,-101
4881,90,159,236,9
4882,-179,-201,-293,-160
4883,85,-279,-59,242
4884,-134,137,277,211
4885,208,-64,-72,-215
4886,-17,-162,-87,191
4887,274,-148,78,108
4888,-59,-83,271,290
4889,196,-58,-47,-215
4890,-175,-11,158,295
4891,123,110,-126,103
4892,211,-256,148,286
4893,-300,95,167,207
4894,60,285,10,26
4895,112,-105,99,38
4896,-23,59,253,19
4897,-144,-247,-40,5
4898,-216,-201,69,-23
4899,-57,-16,227,167
4900,-32,-295,71,-20
4901,-188,-269,-141,-88
4902,-82,103,-121,171
4903,60,-4,-125,-29
4904,-34,297,-75,-245
4905,16,-148,-141,-278
4906,68,5,40,124
4907,-107,-100,37,-260
4908,186,-43,261,128
4909,262,117,200,-168
4910,269,-172,192,-42
4911,62,202,-185,76
4912,-35,233,295,142
4913,-83,-152,58,269
4914,109,-1,12,-52
4915,-117,243,98,268
4916,80,-294,-131,204
4917,-84,-120,-173,-259
4918,264,-255,214,294
4919,-97,-34,-90,198
4920,80,35,-221,158
4921,-195,275,-125,168
4922,245,-277,143,71
4923,46,-101,38,-194
4924,143,282,69,-39
4925,24,-218,-247,-142
4926,-211,162,-162,126
4927,7,-298,-211,146
4928,-113,18,-187,8
4929,143,97,-239,-245
4930,257,-290,102,272
4931,231,-54,176,-133
4932,101,-225,113,198
4933,-292,98,106,-290
4934,266,231,-223,212
4935,30,137,47,153
4936,-144,58,299,138
4937,-287,255,-288,-208
4938,267,231,119,214
4939,-270,-184,107,-99
4940,178,16,-141,229
4941,150,-236,-76,-121
4942,128,-99,-70,289
4943,260,119,-123,-285
4944,128,240,-293,211
4945,-251,-74,30,-74
4946,67,134,-270,150
4947,280,-190,-241,-29
4948,-57,264,-84,243
4949,32,-83,-194,-257
4950,-266,-29,-292,212
4951,-224,-241,-288,-148
4952,-256,-268,-219,185
4953,-292,293,129,-274
4954,-187,201,175,186
4955,-172,-275,1,-267
4956,-166,199,-72,291
4957,-18,-162,188,-182
4958,1,124,-103,-5
4959,293,-141,-128,119
4960,147,190,297,50
4961,4,-284,-11,140
4962,173,277,-187,178
4963,-52,50,-102,37
4964,-143,261,242,282
4965,136,-46,292,-154
4966,-126,293,-284,189
4967,47,250,-267,-15
4968,118,23,-51,254
4969,-268,-265,-174,281
4970,1,129,-239,175
4971,146,248,115,-133
4972,-55,82,29,-143
4973,191,191,96,146
4974,207,129,-7,180
4975,46,-291,-56,39
4976,-168,-111,-235,84
4977,-167,-142,-263,-73
4978,-263,146,-294,17
4979,282,248,182,-124
4980,242,-150,148,13
4981,-225,-247,11,-282
4982,-43,37,70,38
4983,-244,-83,219,-153
4984,-270,282,-217,-49
4985,220,-268,-265,-73
4986,180,122,257,71
4987,255,-34,-240,-41
4988,-36,-162,23,0
4989,193,220,-135,-266
4990,124,-162,57,-128
4991,-78,-177,298,-148
4992,-50,116,89,204
4993,-48,3,54,-14
4994,-205,-179,21,95
4995,146,73,-217,-51
4996,-236,-208,-237,-81
4997,150,-119,-23,120
4998,38,256,-28,-237
4999,-141,179,33,53
5000,-229,238,1,52
5001,-109,299,-47,103
5002,-272,226,233,175
5003,-230,11,-20,164
5004,-223,149,-130,-256
5005,135,-246,173,225
5006,252,244,17,-121
5007,293,-282,289,-175
5008,160,-59,-262,290
5009,-3,51,-57,115
5010,296,179,155,276
5011,156,135,-119,30
5012,42,10,236,-62
5013,95,62,-168,-166
5014,-264,-250,258,-118
5015,-68,69,-134,224
5016,-82,281,170,-132
5017,-197,-264,85,-101
5018,-24,-175,215,170
5019,21,-203,-240,115
5020,-238,49,97,25
5021,262,1,257,291
5022,-57,81,-271,147
5023,100,39,244,-29
5024,243,-63,266,289
5025,180,214,224,81
5026,-226,113,-3,-140
5027,211,116,173,-155
5028,-31,159,-29,113
5029,-118,-22,195,-6
5030,-214,-293,220,-153
5031,36,129,-59,-179
5032,266,-259,-257,273
5033,140,298,-271,263
5034,-95,284,228,-121
5035,-79,-273,128,41
5036,-269,-291,172,-89
5037,-216,12,267,-47
5038,-165,-170,177,-1
5039,252,-63,-210,-247
5040,201,-153,-53,56
5041,-20,198,128,-239
5042,-9,-160,251,-125
5043,-54,-154,188,298
5044,126,-105,49,270
5045,-220,0,291,72
5046,17,-145,294,268
5047,280,17,-81,289
5048,16,-101,-45,127
5049,-251,-277,-267,3
5050,63,271,21,-177
5051,248,107,-16,-17
5052,76,-132,-257,-51
5053,-74,139,21,-249
5054,-189,-251,167,3
5055,-267,-27,60,136
5056,61,-129,-234,237
5057,-224,-233,-83,-223
5058,-134,-46,-220,-186
5059,137,-92,-245,59
5060,48,-243,16,26
5061,-156,-125,26,-127
5062,175,-131,87,138
5063,-217,-175,-192,-161
5064,198,163,-88,89
5065,200,-277,265,-169
5066,249,114,31,27
5067,260,-208,124,-112
5068,-217,159,112,116
5069,-50,167,-146,-208
5070,-83,83,36,293
5071,114,-229,127,-4
5072,-88,18,292,-186
5073,255,-65,196,67
5074,-226,116,247,284
5075,-175,-130,37,-136
5076,-117,109,-282,163
5077,-23,-11,-188,-164
5078,-137,227,-147,289
5079,154,-261,-91,-117
5080,261,-249,-167,185
5081,55,-70,209,-267
5082,-204,-141,86,258
5083,-156,96,-79,-300
5084,258,-270,131,-227
5085,12,-229,197,-285
5086,-239,-57,-112,-271
5087,-126,-55,-254,168
5088,2,30,35,-221
5089,136,21,-172,74
5090,-11,-223,95,44
5091,-125,31,-191,-75
5092,-272,53,-184,33
5093,299,-217,-173,46
5094,273,-288,293,-90
5095,105,-12,-92,-123
5096,-252,-125,-41,-102
5097,224,281,182,-284
5098,80,-28,-1,24
5099,263,-191,-288,198
5100,-126,194,-59,205
5101,-222,95,106,220
5102,-196,-246,201,-70
5103,-146,-131,273,207
5104,145,182,285,7
5105,134,102,259,-71
5106,3,-203,-43,-64
5107,-160,-293,4,-114
5108,-197,6,-251,223
5109,-110,262,106,259
5110,146,84,-10,-257
5111,46,82,259,236
5112,239,-95,87,195
5113,-138,229,273,-146
5114,-252,-160,-4,295
5115,220,88,108,22
5116,-246,95,246,-236
5117,235,214,-156,-199
5118,20,203,-50,25
5119,-227,-11,248,-89
5120,170,159,68,137
5121,-42,-170,238,-108
5122,-37,-136,135,-34
5123,171,-190,147,-149
5124,104,-93,-59,267
5125,181,16,-136,201
5126,-286,-39,-19,159
5127,-172,-116,9,-125
5128,266,-289,58,-266
5129,-96,-186,-181,189
5130,201,153,274,-258
5131,-208,61,232,271
5132,198,194,277,-96
5133,-262,-7,-287,289
5134,-188,-185,84,-227
5135,83,-242,242,-95
5136,-268,-115,-74,232
5137,-268,252,-73,237
5138,23,261,124,174
5139,-133,-125,-179,177
5140,-262,-295,-243,67
5141,243,-138,-190,165
5142,-3,-228,-172,101
5143,215,103,133,208
5144,-290,211,-240,-3
5145,130,105,-272,-115
5146,230,297,171,-23
5147,18,-206,-82,9
5148,149,174,265,109
5149,-288,272,135,-241
5150,163,-60,-171,100
5151,-289,-36,-86,-40
5152,285,97,129,-108
5153,140,-205,-167,149
5154,-72,-79,-27,-20
5155,-294,17,68,109
5156,-204,-156,-213,-110
5157,-80,36,-273,-196
5158,298,-47,-7,-107
5159,-256,205,-208,16
5160,-107,-159,115,229
5161,154,-186,167,-132
5162,201,-200,-275,-69
5163,268,132,-218,-28
5164,50,84,-29,-100
5165,97,-298,-194,14
5166,-126,-165,-204,-183
5167,-98,160,67,278
5168,250,131,90,34
5169,209,-170,-51,88
5170,66,293,-85,32
5171,129,-241,-73,230
5172,117,-95,240,181
5173,-242,215,17,271
5174,-256,-237,132,-60
5175,-285,36,-251,156
5176,-243,-151,-103,-78
5177,-255,224,-279,-90
5178,-214,207,-65,135
5179,276,201,-138,-72
5180,165,-249,39,43
5181,-205,273,-154,46
5182,-194,-299,298,-180
5183,72,-214,27,-1
5184,-137,27,193,217
5185,30,-295,126,147
5186,-268,133,-83,-13
5187,0,1,-71,-199
5188,85,297,-207,-64
5189,-73,201,30,-256
5190,190,-206,-152,54
5191,-230,276,293,-242
5192,-279,-233,220,-17
5193,19,169,-137,237
5194,-234,207,109,216
5195,-111,-159,9,292
5196,130,138,-300,267
5197,237,21,14,244
5198,-71,203,112,-126
5199,-152,131,29,187
5200,82,87,-107,101
5201,289,-134,294,-277
5202,-129,294,-78,118
5203,-117,165,-35,136
5204,8,-97,-49,-259
5205,126,-46,86,199
5206,-275,93,-63,-213
5207,81,254,58,-156
5208,46,29,-132,-292
5209,266,129,158,194
5210,272,200,-138,203
5211,-194,288,-97,202
5212,60,-188,179,265
5213,-82,-268,32,-71
5214,130,-249,101,-209
5215,174,-191,-195,120
5216,-123,169,250,284
5217,61,272,-175,152
5218,-187,-253,-264,-37
5219,-22,33,-216,-46
5220,206,-8,-204,0
5221,-205,55,-265,-141
5222,48,-19,-259,206
5223,287,-204,-212,-201
5224,14,132,-294,-91
5225,-99,231,231,72
5226,-235,282,62,-15
5227,152,278,-216,-241
5228,-222,10,-88,-19
5229,188,-97,290,83
5230,268,-221,-261,-196
5231,-199,-206,-28,26
5232,208,148,-6,211
5233,-111,-35,-159,293
5234,266,-297,242,264
5235,229,278,-233,-8
5236,211,214,-258,78
5237,-25,-65,-32,18
5238,188,-72,-182,198
5239,-215,-198,76,-159
5240,-257,-77,-156,148
5241,-240,-122,-223,39
5242,-222,-213,-280,-221
5243,16,-248,-272,299
5244,60,-227,83,261
5245,113,157,112,-244
5246,-300,170,-213,272
5247,-60,-105,250,-170
5248,66,-44,-233,76
5249,-121,-65,-35,101
5250,208,108,12,-68
5251,242,-295,-252,204
5252,211,-261,-269,-275
5253,-279,45,-144,-131
5254,192,57,-33,-76
5255,-81,6,166,273
5256,11,269,135,117
5257,194,-276,-87,227
5258,-201,2,-59,-271
5259,249,294,128,236
5260,-83,153,42,80
5261,-64,167,-113,193
5262,223,275,-33,89
5263,-172,-112,-40,90
5264,99,-191,183,50
5265,53,288,20,114
5266,-67,14,-49,-276
5267,99,284,-220,98
5268,-96,-183,149,85
5269,26,267,261,123
5270,214,9,-189,93
5271,34,-284,151,-247
5272,-11,-280,222,-75
5273,-168,28,-259,210
5274,267,-171,116,-99
5275,-91,165,-36,114
5276,-235,266,115,-295
5277,57,-34,-250,211
5278,3,250,-299,188
5279,131,-25,19,240
5280,-251,236,92,265
5281,-2,-185,19,-240
5282,-102,-12,-124,105
5283,-145,-241,-218,260
5284,45,126,49,68
5285,129,-225,-46,-194
5286,292,58,149,-14
5287,-300,-31,-5,52
5288,84,-128,2,146
5289,-297,-299,-27,-66
5290,-14,-25,-12,221
5291,67,-164,-230,-173
5292,-202,-265,-188,81
5293,-285,225,-287,-16
5294,35,268,22,-88
5295,-189,-154,-109,-135
5296,-164,152,-284,-184
5297,215,-172,-34,271
5298,-212,207,210,-180
5299,-131,167,-216,-42
5300,-4,17,167,-277
5301,60,118,-81,9
5302,175,-152,-240,119
5303,0,-50,288,-41
5304,-259,-69,-181,-277
5305,278,-139,-168,126
5306,-96,292,-131,250
5307,-243,9,24,282
5308,23,87,39,-245
5309,-237,-149,179,3
5310,129,210,-81,27
5311,175,225,-175,55
5312,126,160,-251,-285
5313,160,104,60,-76
5314,-176,-229,-190,-18
5315,6,9,297,-211
5316,-84,-196,96,-278
5317,-242,-54,-165,148
5318,64,-70,-244,223
5319,-48,-12,135,122
5320,-4,-233,-39,250
5321,-14,-92,-288,-272
5322,151,222,297,145
5323,18,-144,-168,88
5324,118,-173,281,43
5325,-234,229,188,193
5326,-285,149,-150,-235
5327,146,4,223,283
5328,239,286,-120,3
5329,-211,-289,-115,-155
5330,-101,-227,-104,268
5331,-101,225,-160,-275
5332,-192,114,-42,174
5333,111,-254,-218,-182
5334,-32,119,25,218
5335,254,-95,41,289
5336,252,-189,-185,-149
5337,12,-85,228,107
5338,-63,-225,141,-260
5339,231,-271,221,-153
5340,267,115,-119,162
5341,145,157,2,182
5342,177,34,25,-45
5343,57,-182,-86,284
5344,-254,269,-223,-63
5345,-128,288,28,258
5346,-126,-194,-292,177
5347,-43,-196,158,-151
5348,265,-239,201,193
5349,-13,-279,222,-155
5350,50,121,266,-65
5351,230,-71,90,194
5352,-238,-166,-16,140
5353,-14,8,219,234
5354,-19,-268,16,-299
5355,193,274,156,-28
5356,214,-136,3,27
5357,-266,-267,-292,-26
5358,-159,175,-246,-160
5359,279,-134,237,51
5360,102,-171,-16,-114
5361,96,-279,-145,-67
5362,96,66,-238,-217
5363,255,-287,-59,111
5364,-73,271,146,-249
5365,-48,-51,-105,-162
5366,-274,273,-143,-79
5367,82,265,-165,-46
5368,-173,38,287,63
5369,-209,175,-35,162
5370,11,-44,-251,-9
5371,123,-215,286,53
5372,-76,209,266,-194
5373,207,-3,-108,163
5374,122,267,-51,96
5375,-149,34,222,-113
5376,-67,34,156,265
5377,-112,-74,252,-197
5378,-186,-26,-207,-43
5379,52,245,219,194
5380,-164,-125,130,148
5381,-48,214,-248,80
5382,-55,-271,-57,-147
5383,-154,219,-291,43
5384,-183,176,273,148
5385,282,5,138,186
5386,296,-201,-83,-246
5387,-57,-259,152,-14
5388,-130,54,-195,-290
5389,-165,202,-154,228
5390,46,219,285,95
5391,-23,-2,-35,-293
5392,-270,159,232,-190
5393,-95,-187,101,-164
5394,-254,183,162,-235
5395,-48,-245,-288,117
5396,-52,-102,-220,-30
5397,-216,-105,290,127
5398,-19,-154,168,181
5399,-36,78,0,-17
5400,72,-272,-167,14
5401,-27,189,118,-197
5402,-18,-293,195,231
5403,-294,212,-224,162
5404,-124,78,47,-263
5405,14,27,4,142
5406,-171,-133,81,146
5407,-118,-291,-47,-180
5408,245,-96,-136,-72
5409,255,236,240,-27
5410,32,165,144,91
5411,-272,-227,-66,178
5412,229,106,-142,-41
5413,-102,97,246,24
5414,-299,-161,1,-35
5415,30,195,131,228
5416,204,34,-142,-189
5417,240,-47,-93,-224
5418,30,-49,-179,-238
5419,-130,-175,69,-250
5420,-70,-165,-160,-158
5421,295,-252,-132,290
5422,-50,219,-194,295
5423,-274,-288,-87,138
5424,120,103,148,-169
5425,-60,-118,-244,-73
5426,-216,117,247,-96
5427,48,66,-55,-164
5428,-32,137,-30,-3
5429,-226,-277,137,-45
5430,217,275,-258,262
5431,-50,66,119,-115
5432,25,-122,-86,211
5433,-299,-130,-13,274
5434,60,211,232,59
5435,97,88,-63,279
5436,-164,-30,246,-278
5437,-88,199,-74,-134
5438,-257,280,-278,-5
5439,45,-199,-243,286
5440,206,-144,-15,252
5441,-104,177,-226,-100
5442,-74,-51,143,277
5443,-78,-118,-233,-161
5444,95,-274,-38,-122
5445,161,183,-59,219
5446,-184,-17,-254,-13
5447,299,295,-55,143
5448,-196,237,-215,22
5449,-246,-33,170,247
5450,-239,-175,154,-101
5451,3,276,-6,8
5452,160,-37,26,37
5453,-273,178,16,63
5454,38,-99,266,82
5455,-143,227,-226,-137
5456,44,-151,294,47
5457,-145,142,114,-186
5458,19,213,-34,272
5459,119,-193,-219,-104
5460,38,136,-279,-211
5461,257,-12,-289,62
5462,2,-286,-195,-279
5463,124,290,65,-244
5464,-289,-281,222,-73
5465,165,122,-88,-56
5466,254,-89,-164,293
5467,-260,167,-24,16
5468,88,-184,289,25
5469,85,43,243,-9
5470,218,298,50,177
5471,192,187,298,-238
5472,-274,-284,-281,201
5473,6,206,84,-137
5474,-16,-9,242,16
5475,-216,123,118,230
5476,234,-11,-246,98
5477,-79,135,148,287
5478,78,-179,-62,222
5479,65,-294,-159,-288
5480,278,243,-276,-71
5481,-159,48,-144,247
5482,295,225,55,167
5483,-291,-138,185,255
5484,-242,161,116,70
5485,-93,-155,163,25
5486,-90,-266,12,-101
5487,-128,223,46,-63
5488,-3,-28,-188,250
5489,130,82,178,100
5490,-18,-113,66,6
5491,-245,175,79,246
5492,39,264,50,154
5493,102,-287,-112,-7
5494,-136,151,219,-242
5495,-167,129,188,-223
5496,-14,125,87,-217
5497,-269,-168,19,-159
5498,186,-257,9,-122
5499,212,-87,74,-124
5500,-299,-18,135,51
5501,-268,-113,141,220
5502,-273,-170,117,-264
5503,3,63,47,287
5504,222,-148,122,-219
5505,44,101,260,-224
5506,2,-192,-275,250
5507,29,-186,3,-49
5508,299,-277,-196,-120
5509,78,-274,-182,40
5510,-80,275,-133,-175
5511,193,-46,100,234
5512,-50,150,-125,178
5513,-216,-232,284,-135
5514,13,75,147,195
5515,-268,165,-16,41
5516,-96,16,-134,267
5517,-234,215,142,-197
5518,-219,-136,-282,263
